scene,query_room,query_image,pred_room,pred_scene,reference_image,correct,global_score,patch_score,object_score,total_score,fine_matches
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/117.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8810808062553406,0.5400862097740173,0.911674976348877,2.332841992378235,230
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/118.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7712740898132324,0.56486976146698,0.9165197610855103,2.2526636123657227,138
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/119.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8965108394622803,0.8574619889259338,0.9314570426940918,2.685429871082306,165
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/12.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8760240077972412,0.7641012072563171,0.7513670921325684,2.3914923071861267,46
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/120.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8924522995948792,0.7389370799064636,0.8386736512184143,2.470063030719757,183
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/121.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9047775268554688,0.6604991555213928,0.9403034448623657,2.5055801272392273,169
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/122.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9177095293998718,0.7994900941848755,0.8753652572631836,2.592564880847931,145
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/123.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8826201558113098,0.7379294037818909,0.928465723991394,2.5490152835845947,131
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/124.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9011901021003723,0.8426133394241333,0.8777466416358948,2.6215500831604004,106
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/125.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9143274426460266,0.7202969789505005,0.9448291063308716,2.5794535279273987,126
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/126.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.911468505859375,0.739647626876831,0.7287999987602234,2.3799161314964294,67
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/127.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9046192169189453,0.7602208852767944,0.8798890113830566,2.5447291135787964,131
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/128.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9134093523025513,0.7616577744483948,0.8826630711555481,2.557730197906494,121
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/129.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9409582614898682,0.9091953039169312,0.8593177795410156,2.709471344947815,418
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/13.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9093654155731201,0.6591511368751526,0.7245562672615051,2.293072819709778,35
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/130.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7647132277488708,0.6366043090820312,0.8039939403533936,2.2053114771842957,149
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/131.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9119836091995239,0.4363359808921814,0.5850666761398315,1.9333862662315369,60
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/132.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/2.png,1,0.9507876634597778,1.0000001192092896,1.0,2.9507877826690674,1326
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/133.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/2.png,1,0.851669430732727,0.5443531274795532,0.8188924193382263,2.2149149775505066,149
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/134.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8694846630096436,0.8015538454055786,0.7750081419944763,2.4460466504096985,40
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/135.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8858709931373596,0.6998541355133057,0.7858810424804688,2.371606171131134,44
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/136.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9195240139961243,0.8099746108055115,0.819133460521698,2.5486320853233337,53
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/137.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8947953581809998,0.4536559581756592,0.6550658941268921,2.003517210483551,42
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/138.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.8458915948867798,0.39007315039634705,0.7981382608413696,2.0341030061244965,18
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/139.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/2.png,1,0.916320264339447,0.5563099384307861,0.9247890710830688,2.397419273853302,78
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/14.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7525824308395386,0.7271191477775574,0.7637012004852295,2.2434027791023254,34
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/140.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8947556614875793,0.8818869590759277,0.8061059713363647,2.582748591899872,97
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/141.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.7654649019241333,0.4648530185222626,0.9314109683036804,2.1617288887500763,15
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/142.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.7659075856208801,0.16772545874118805,0.8479777574539185,1.7816108018159866,23
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/143.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/2.png,1,0.8581709861755371,0.4165091812610626,0.8720272779464722,2.146707445383072,57
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/144.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8742099404335022,0.7098615765571594,0.7381200790405273,2.322191596031189,54
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/145.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8939700126647949,0.763219952583313,0.7984626293182373,2.455652594566345,62
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/146.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8745068311691284,0.7568711042404175,0.7401665449142456,2.3715444803237915,55
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/147.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8990980386734009,0.5956583023071289,0.7695555686950684,2.264311909675598,101
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/148.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8039043545722961,0.8275188207626343,0.8268730044364929,2.4582961797714233,113
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/149.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8575805425643921,0.7461884021759033,0.9255155324935913,2.5292844772338867,91
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/15.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8386601209640503,0.7362203598022461,0.7567206025123596,2.331601083278656,53
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/150.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8797567486763,0.6995819807052612,0.7651649713516235,2.344503700733185,80
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/151.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8211739659309387,0.7550806403160095,0.7966372966766357,2.372891902923584,78
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/152.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8356644511222839,0.7655967473983765,0.7363237142562866,2.337584912776947,36
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/153.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8311474323272705,0.0,0.0,0.8311474323272705,40
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/16.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8970766067504883,0.6015170812606812,0.6181581616401672,2.1167518496513367,60
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/17.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8764011263847351,0.6105870008468628,0.7596306800842285,2.2466188073158264,58
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/18.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.8608313202857971,0.2931640148162842,0.9013056755065918,2.055301010608673,43
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/19.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8735892176628113,0.7915869951248169,0.8235858082771301,2.4887620210647583,44
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/2.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.886417806148529,0.837629497051239,0.8395859003067017,2.5636332035064697,110
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/20.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.8795630931854248,0.3252629339694977,0.8807449340820312,2.0855709612369537,29
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/21.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8795247673988342,0.0,0.0,0.8795247673988342,80
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/22.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/2.png,1,0.8697969913482666,0.3920533359050751,0.8085768222808838,2.0704271495342255,23
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/23.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8637859225273132,0.5311175584793091,0.6621158123016357,2.057019293308258,47
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/24.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.79985511302948,0.777228593826294,0.7875263690948486,2.3646100759506226,58
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/25.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8941914439201355,0.6189970970153809,0.6585219502449036,2.17171049118042,44
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/26.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8705353140830994,0.7584214210510254,0.7449390292167664,2.373895764350891,42
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/27.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.9013568162918091,0.777980387210846,0.7944787740707397,2.4738159775733948,64
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/28.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8539698719978333,0.7286757230758667,0.8099952340126038,2.3926408290863037,34
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/29.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7802957892417908,0.6435739398002625,0.731412947177887,2.15528267621994,35
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/3.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8993115425109863,0.7194562554359436,0.7966381907463074,2.4154059886932373,111
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/30.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8531497120857239,0.7742459774017334,0.7858777046203613,2.4132733941078186,28
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/31.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.745808482170105,0.6862839460372925,0.7796258330345154,2.211718261241913,35
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/32.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8466562628746033,0.740879237651825,0.7575775980949402,2.3451130986213684,21
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/33.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7837051749229431,0.7424778938293457,0.7433940768241882,2.269577145576477,17
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/34.png,living,apartment_0,datasets/ReplicaReID/apartment_0/living/ref/rgb/2.png,0,0.7721004486083984,0.5390399694442749,0.8788673281669617,2.190007746219635,37
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/35.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.7453557252883911,0.5191547274589539,0.9055976867675781,2.170108139514923,27
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/36.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/2.png,1,0.8634751439094543,0.40296271443367004,0.8675474524497986,2.133985310792923,46
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/37.png,office,apartment_0,datasets/ReplicaReID/apartment_0/office/ref/rgb/0.png,0,0.6720083355903625,0.4319570064544678,0.8948507905006409,1.9988161325454712,20
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/38.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.7589073777198792,0.5783541202545166,0.8757818937301636,2.2130433917045593,202
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/39.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8478706479072571,0.7212297916412354,0.7831366658210754,2.352237105369568,42
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/4.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.884240984916687,0.6680393815040588,0.6799023151397705,2.2321826815605164,68
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/40.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8396801948547363,0.7245452404022217,0.847273051738739,2.411498486995697,36
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/41.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.841050922870636,0.34262099862098694,0.909542441368103,2.093214362859726,40
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/42.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.8517786860466003,0.5374094843864441,0.772482693195343,2.1616708636283875,108
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/43.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.786106526851654,0.7025739550590515,0.8723896741867065,2.361070156097412,29
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/44.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8441071510314941,0.7897233366966248,0.8236823081970215,2.4575127959251404,17
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/45.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/2.png,1,0.8064917922019958,0.25356215238571167,0.7441099882125854,1.804163932800293,12
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/46.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8034252524375916,0.37577271461486816,0.9088644981384277,2.0880624651908875,36
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/47.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/2.png,1,0.8620717525482178,0.4548370838165283,0.8524670600891113,2.1693758964538574,18
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/48.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.7435917258262634,0.717487096786499,0.9219416379928589,2.3830204606056213,33
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/49.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8235762119293213,0.7232555150985718,0.7498438358306885,2.2966755628585815,22
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/5.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8825930953025818,0.7278803586959839,0.7620235681533813,2.372497022151947,46
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/50.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8418561220169067,0.0,0.0,0.8418561220169067,49
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/51.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/0.png,1,0.8279596567153931,0.6012256741523743,0.6532291769981384,2.0824145078659058,24
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/52.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/2.png,1,0.6945514678955078,0.3221631646156311,0.7621179223060608,1.7788325548171997,38
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/53.png,living,apartment_0,datasets/ReplicaReID/apartment_0/living/ref/rgb/0.png,0,0.7843111753463745,0.23526298999786377,0.8001981973648071,1.8197723627090454,54
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/54.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.8817366361618042,0.646176815032959,0.8285231590270996,2.356436610221863,285
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/55.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.9054387807846069,0.6870465278625488,0.8916404843330383,2.484125792980194,400
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/56.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.9423655867576599,0.791012167930603,0.8376889228820801,2.571066677570343,298
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/57.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.9282360076904297,1.000000238418579,1.0,2.928236246109009,1052
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/58.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.8138653039932251,0.7137844562530518,0.8428738117218018,2.3705235719680786,211
apartment_0,kitchen,datasets/ReplicaReID/apartment_0/kitchen/rgb/59.png,kitchen,apartment_0,datasets/ReplicaReID/apartment_0/kitchen/ref/rgb/1.png,1,0.8249917030334473,0.6120572090148926,0.7762824296951294,2.2133313417434692,278
